,state_number,consecutive_number,vehicle_number,drivers_vision_obscured_by,drivers_vision_obscured_by_name
23975,26,260842,1,0,No Obstruction Noted
23976,26,260843,1,0,No Obstruction Noted
23977,26,260844,1,0,No Obstruction Noted
23978,26,260845,1,0,No Obstruction Noted
23979,26,260846,1,0,No Obstruction Noted
23980,26,260887,1,0,No Obstruction Noted
23981,26,260880,1,0,No Obstruction Noted
23982,26,260881,1,0,No Obstruction Noted
23983,26,260882,1,0,No Obstruction Noted
23984,26,260883,1,0,No Obstruction Noted
23985,26,260884,1,0,No Obstruction Noted
23986,26,260885,1,0,No Obstruction Noted
23987,26,260886,1,0,No Obstruction Noted
23988,26,260879,1,0,No Obstruction Noted
23989,26,260888,1,0,No Obstruction Noted
23990,26,260889,1,0,No Obstruction Noted
23991,26,260890,1,0,No Obstruction Noted
23992,26,260891,1,0,No Obstruction Noted
23993,26,260872,1,0,No Obstruction Noted
23994,26,260866,1,0,No Obstruction Noted
23995,26,260867,1,0,No Obstruction Noted
23996,26,260868,1,0,No Obstruction Noted
23997,26,260869,1,0,No Obstruction Noted
23998,26,260870,1,0,No Obstruction Noted
23999,26,260871,1,0,No Obstruction Noted
24000,26,260833,1,0,No Obstruction Noted
24001,26,260873,1,0,No Obstruction Noted
24002,26,260874,1,0,No Obstruction Noted
24003,26,260875,1,0,No Obstruction Noted
24004,26,260876,1,0,No Obstruction Noted
24005,26,260877,1,0,No Obstruction Noted
24006,26,260878,1,0,No Obstruction Noted
24007,26,260787,1,0,No Obstruction Noted
24008,26,260781,1,0,No Obstruction Noted
24009,26,260782,1,0,No Obstruction Noted
24010,26,260783,1,0,No Obstruction Noted
24011,26,260784,1,0,No Obstruction Noted
24012,26,260785,1,0,No Obstruction Noted
24013,26,260786,1,0,No Obstruction Noted
24014,26,260780,1,0,No Obstruction Noted
24015,26,260788,1,0,No Obstruction Noted
24016,26,260789,1,0,No Obstruction Noted
24017,26,260790,1,0,No Obstruction Noted
24018,26,260791,1,0,No Obstruction Noted
24019,26,260792,1,0,No Obstruction Noted
24020,26,260793,1,0,No Obstruction Noted
24021,26,260794,1,0,No Obstruction Noted
24022,26,260795,1,0,No Obstruction Noted
24023,26,260797,1,0,No Obstruction Noted
24024,26,260769,1,0,No Obstruction Noted
24025,26,260770,1,0,No Obstruction Noted
24026,26,260771,1,0,No Obstruction Noted
24027,26,260772,1,0,No Obstruction Noted
24028,26,260773,1,0,No Obstruction Noted
24029,26,260774,1,0,No Obstruction Noted
24030,26,260775,1,0,No Obstruction Noted
24031,26,260798,1,0,No Obstruction Noted
24032,26,260776,1,0,No Obstruction Noted
24033,26,260777,1,0,No Obstruction Noted
24034,26,260778,1,0,No Obstruction Noted
24035,26,260779,1,0,No Obstruction Noted
24036,26,260826,1,0,No Obstruction Noted
24037,26,260816,1,0,No Obstruction Noted
24038,26,260817,1,0,No Obstruction Noted
24039,26,260818,1,0,No Obstruction Noted
24040,26,260819,1,0,No Obstruction Noted
24041,26,260820,1,0,No Obstruction Noted
24042,26,260821,1,0,No Obstruction Noted
24043,26,260822,1,0,No Obstruction Noted
24044,26,260823,1,0,No Obstruction Noted
24045,26,260824,1,0,No Obstruction Noted
24046,26,260814,1,0,No Obstruction Noted
24047,26,260827,1,0,No Obstruction Noted
24048,26,260828,1,0,No Obstruction Noted
24049,26,260829,1,0,No Obstruction Noted
24050,26,260830,1,0,No Obstruction Noted
24051,26,260831,1,0,No Obstruction Noted
24052,26,260832,1,0,No Obstruction Noted
24053,26,260807,1,0,No Obstruction Noted
24054,26,260799,1,0,No Obstruction Noted
24055,26,260800,1,0,No Obstruction Noted
24056,26,260801,1,0,No Obstruction Noted
24057,26,260802,1,0,No Obstruction Noted
24058,26,260803,1,0,No Obstruction Noted
24059,26,260804,1,0,No Obstruction Noted
24060,26,260805,1,0,No Obstruction Noted
24061,26,260806,1,0,No Obstruction Noted
24062,26,260643,1,0,No Obstruction Noted
24063,26,260808,1,0,No Obstruction Noted
24064,26,260809,1,0,No Obstruction Noted
24065,26,260810,1,0,No Obstruction Noted
24066,26,260811,1,0,No Obstruction Noted
24067,26,260812,1,0,No Obstruction Noted
24068,26,260813,1,0,No Obstruction Noted
24069,26,260478,1,0,No Obstruction Noted
24070,26,260472,1,0,No Obstruction Noted
24071,26,260473,1,0,No Obstruction Noted
24072,26,260474,1,0,No Obstruction Noted
24073,26,260475,1,0,No Obstruction Noted
24074,26,260476,1,0,No Obstruction Noted
24075,26,260477,1,0,No Obstruction Noted
24076,26,260471,1,0,No Obstruction Noted
24077,26,260479,1,0,No Obstruction Noted
24078,26,260480,1,0,No Obstruction Noted
24079,26,260481,1,0,No Obstruction Noted
24080,26,260482,1,0,No Obstruction Noted
24081,26,260483,1,0,No Obstruction Noted
24082,26,260484,1,0,No Obstruction Noted
24083,26,260462,1,0,No Obstruction Noted
24084,26,260463,1,0,No Obstruction Noted
24085,26,260464,1,0,No Obstruction Noted
24086,26,260465,1,0,No Obstruction Noted
24087,26,260466,1,0,No Obstruction Noted
24088,26,260467,1,0,No Obstruction Noted
24089,26,260468,1,0,No Obstruction Noted
24090,26,260469,1,0,No Obstruction Noted
24091,26,260470,1,0,No Obstruction Noted
24092,26,260501,1,0,No Obstruction Noted
24093,26,260502,1,0,No Obstruction Noted
24094,26,260503,1,0,No Obstruction Noted
24095,26,260504,1,0,No Obstruction Noted
24096,26,260505,1,0,No Obstruction Noted
24097,26,260506,1,0,No Obstruction Noted
24098,26,260500,1,0,No Obstruction Noted
24099,26,260507,1,0,No Obstruction Noted
24100,26,260508,1,0,No Obstruction Noted
24101,26,260509,1,0,No Obstruction Noted
24102,26,260510,1,0,No Obstruction Noted
24103,26,260511,1,0,No Obstruction Noted
24104,26,260512,1,0,No Obstruction Noted
24105,26,260485,1,0,No Obstruction Noted
24106,26,260486,1,0,No Obstruction Noted
24107,26,260487,1,0,No Obstruction Noted
24108,26,260488,1,0,No Obstruction Noted
24109,26,260489,1,0,No Obstruction Noted
24110,26,260490,1,0,No Obstruction Noted
24111,26,260491,1,0,No Obstruction Noted
24112,26,260492,1,0,No Obstruction Noted
24113,26,260493,1,0,No Obstruction Noted
24114,26,260494,1,0,No Obstruction Noted
24115,26,260495,1,0,No Obstruction Noted
24116,26,260496,1,0,No Obstruction Noted
24117,26,260497,1,0,No Obstruction Noted
24118,26,260498,1,0,No Obstruction Noted
24119,26,260499,1,0,No Obstruction Noted
24120,26,260417,1,0,No Obstruction Noted
24121,26,260418,1,0,No Obstruction Noted
24122,26,260419,1,0,No Obstruction Noted
24123,26,260420,1,0,No Obstruction Noted
24124,26,260421,1,0,No Obstruction Noted
24125,26,260422,1,0,No Obstruction Noted
24126,26,260423,1,0,No Obstruction Noted
24127,26,260416,1,0,No Obstruction Noted
24128,26,260424,1,0,No Obstruction Noted
24129,26,260425,1,0,No Obstruction Noted
24130,26,260427,1,0,No Obstruction Noted
24131,26,260428,1,0,No Obstruction Noted
24132,26,260429,1,0,No Obstruction Noted
24133,26,260430,1,0,No Obstruction Noted
24134,26,260431,1,0,No Obstruction Noted
24135,26,260404,1,0,No Obstruction Noted
24136,26,260405,1,0,No Obstruction Noted
24137,26,260406,1,0,No Obstruction Noted
24138,26,260407,1,0,No Obstruction Noted
24139,26,260408,1,0,No Obstruction Noted
24140,26,260409,1,0,No Obstruction Noted
24141,26,260433,1,0,No Obstruction Noted
24142,26,260410,1,0,No Obstruction Noted
24143,26,260411,1,0,No Obstruction Noted
24144,26,260412,1,0,No Obstruction Noted
24145,26,260413,1,0,No Obstruction Noted
24146,26,260414,1,0,No Obstruction Noted
24147,26,260415,1,0,No Obstruction Noted
24148,26,260457,1,0,No Obstruction Noted
24149,26,260453,1,0,No Obstruction Noted
24150,26,260454,1,0,No Obstruction Noted
24151,26,260455,1,0,No Obstruction Noted
24152,26,260456,1,0,No Obstruction Noted
24153,26,260452,1,0,No Obstruction Noted
24154,26,260458,1,0,No Obstruction Noted
24155,26,260459,1,0,No Obstruction Noted
24156,26,260460,1,0,No Obstruction Noted
24157,26,260461,1,0,No Obstruction Noted
24158,26,260442,1,0,No Obstruction Noted
24159,26,260434,1,0,No Obstruction Noted
24160,26,260435,1,0,No Obstruction Noted
24161,26,260436,1,0,No Obstruction Noted
24162,26,260437,1,0,No Obstruction Noted
24163,26,260438,1,0,No Obstruction Noted
24164,26,260439,1,0,No Obstruction Noted
24165,26,260440,1,0,No Obstruction Noted
24166,26,260441,1,0,No Obstruction Noted
24167,26,260513,1,0,No Obstruction Noted
24168,26,260444,1,0,No Obstruction Noted
24169,26,260445,1,0,No Obstruction Noted
24170,26,260446,1,0,No Obstruction Noted
24171,26,260447,1,0,No Obstruction Noted
24172,26,260448,1,0,No Obstruction Noted
24173,26,260449,1,0,No Obstruction Noted
24174,26,260450,1,0,No Obstruction Noted
24175,26,260451,1,0,No Obstruction Noted
24176,26,260602,1,0,No Obstruction Noted
24177,26,260593,1,0,No Obstruction Noted
24178,26,260594,1,0,No Obstruction Noted
24179,26,260595,1,0,No Obstruction Noted
24180,26,260596,1,0,No Obstruction Noted
24181,26,260597,1,0,No Obstruction Noted
24182,26,260598,1,0,No Obstruction Noted
24183,26,260599,1,0,No Obstruction Noted
24184,26,260600,1,0,No Obstruction Noted
24185,26,260601,1,0,No Obstruction Noted
24186,26,260592,1,0,No Obstruction Noted
24187,26,260603,1,0,No Obstruction Noted
24188,26,260604,1,0,No Obstruction Noted
24189,26,260605,1,0,No Obstruction Noted
24190,26,260606,1,0,No Obstruction Noted
24191,26,260607,1,0,No Obstruction Noted
24192,26,260608,1,0,No Obstruction Noted
24193,26,260609,1,0,No Obstruction Noted
24194,26,260579,1,0,No Obstruction Noted
24195,26,260580,1,0,No Obstruction Noted
24196,26,260581,1,0,No Obstruction Noted
24197,26,260582,1,0,No Obstruction Noted
24198,26,260583,1,0,No Obstruction Noted
24199,26,260584,1,0,No Obstruction Noted
24200,26,260585,1,0,No Obstruction Noted
24201,26,260610,1,0,No Obstruction Noted
24202,26,260586,1,0,No Obstruction Noted
24203,26,260587,1,0,No Obstruction Noted
24204,26,260588,1,0,No Obstruction Noted
24205,26,260589,1,0,No Obstruction Noted
24206,26,260590,1,0,No Obstruction Noted
24207,26,260591,1,0,No Obstruction Noted
24208,26,260637,1,0,No Obstruction Noted
24209,26,260630,1,0,No Obstruction Noted
24210,26,260631,1,0,No Obstruction Noted
24211,26,260632,1,0,No Obstruction Noted
24212,26,260633,1,0,No Obstruction Noted
24213,26,260634,1,0,No Obstruction Noted
24214,26,260635,1,0,No Obstruction Noted
24215,26,260636,1,0,No Obstruction Noted
24216,26,260629,1,0,No Obstruction Noted
24217,26,260638,1,0,No Obstruction Noted
24218,26,260639,1,0,No Obstruction Noted
24219,26,260640,1,0,No Obstruction Noted
24220,26,260641,1,0,No Obstruction Noted
24221,26,260642,1,0,No Obstruction Noted
24222,26,260619,1,0,No Obstruction Noted
24223,26,260611,1,0,No Obstruction Noted
24224,26,260612,1,0,No Obstruction Noted
24225,26,260614,1,0,No Obstruction Noted
24226,26,260616,1,0,No Obstruction Noted
24227,26,260617,1,0,No Obstruction Noted
24228,26,260618,1,0,No Obstruction Noted
24229,26,260578,1,0,No Obstruction Noted
24230,26,260620,1,0,No Obstruction Noted
24231,26,260621,1,0,No Obstruction Noted
24232,26,260622,1,0,No Obstruction Noted
24233,26,260623,1,0,No Obstruction Noted
24234,26,260624,1,0,No Obstruction Noted
24235,26,260625,1,0,No Obstruction Noted
24236,26,260626,1,0,No Obstruction Noted
24237,26,260627,1,0,No Obstruction Noted
24238,26,260628,1,0,No Obstruction Noted
24239,26,260537,1,0,No Obstruction Noted
24240,26,260529,1,0,No Obstruction Noted
24241,26,260530,1,0,No Obstruction Noted
24242,26,260531,1,0,No Obstruction Noted
24243,26,260532,1,0,No Obstruction Noted
24244,26,260533,1,0,No Obstruction Noted
24245,26,260534,1,0,No Obstruction Noted
24246,26,260535,1,0,No Obstruction Noted
24247,26,260536,1,0,No Obstruction Noted
24248,26,260538,1,0,No Obstruction Noted
24249,26,260539,1,0,No Obstruction Noted
24250,26,260540,1,0,No Obstruction Noted
24251,26,260542,1,0,No Obstruction Noted
24252,26,260543,1,0,No Obstruction Noted
24253,26,260544,1,0,No Obstruction Noted
24254,26,260545,1,0,No Obstruction Noted
24255,26,260520,1,0,No Obstruction Noted
24256,26,260514,1,0,No Obstruction Noted
24257,26,260515,1,0,No Obstruction Noted
24258,26,260516,1,0,No Obstruction Noted
24259,26,260517,1,0,No Obstruction Noted
24260,26,260518,1,0,No Obstruction Noted
24261,26,260519,1,0,No Obstruction Noted
24262,26,260547,1,0,No Obstruction Noted
24263,26,260521,1,0,No Obstruction Noted
24264,26,260522,1,0,No Obstruction Noted
24265,26,260523,1,0,No Obstruction Noted
24266,26,260524,1,0,No Obstruction Noted
24267,26,260525,1,0,No Obstruction Noted
24268,26,260526,1,0,No Obstruction Noted
24269,26,260527,1,0,No Obstruction Noted
24270,26,260528,1,0,No Obstruction Noted
24271,26,260562,1,0,No Obstruction Noted
24272,26,260563,1,0,No Obstruction Noted
24273,26,260564,1,0,No Obstruction Noted
24274,26,260566,1,0,No Obstruction Noted
24275,26,260567,1,0,No Obstruction Noted
24276,26,260568,1,0,No Obstruction Noted
24277,26,260569,1,0,No Obstruction Noted
24278,26,260571,1,0,No Obstruction Noted
24279,26,260572,1,0,No Obstruction Noted
24280,26,260573,1,0,No Obstruction Noted
24281,26,260574,1,0,No Obstruction Noted
24282,26,260575,1,0,No Obstruction Noted
24283,26,260576,1,0,No Obstruction Noted
24284,26,260577,1,0,No Obstruction Noted
24285,26,260555,1,0,No Obstruction Noted
24286,26,260548,1,0,No Obstruction Noted
24287,26,260549,1,0,No Obstruction Noted
24288,26,260550,1,0,No Obstruction Noted
24289,26,260551,1,0,No Obstruction Noted
24290,26,260552,1,0,No Obstruction Noted
24291,26,260553,1,0,No Obstruction Noted
24292,26,260554,1,0,No Obstruction Noted
24293,26,260556,1,0,No Obstruction Noted
24294,26,260557,1,0,No Obstruction Noted
24295,26,260558,1,0,No Obstruction Noted
24296,26,260559,1,0,No Obstruction Noted
24297,26,260560,1,0,No Obstruction Noted
24298,26,260561,1,0,No Obstruction Noted
24299,26,260905,1,0,No Obstruction Noted
24300,26,260901,1,0,No Obstruction Noted
24301,26,260902,1,0,No Obstruction Noted
24302,26,260903,1,0,No Obstruction Noted
24303,26,260906,1,0,No Obstruction Noted
24304,26,260907,1,0,No Obstruction Noted
24305,26,260908,1,0,No Obstruction Noted
24306,26,260909,1,0,No Obstruction Noted
24307,26,260892,1,0,No Obstruction Noted
24308,26,260893,1,0,No Obstruction Noted
24309,26,260894,1,0,No Obstruction Noted
24310,26,260910,1,0,No Obstruction Noted
24311,26,260896,1,0,No Obstruction Noted
24312,26,260897,1,0,No Obstruction Noted
24313,26,260899,1,0,No Obstruction Noted
24314,26,260900,1,0,No Obstruction Noted
24315,26,260913,1,0,No Obstruction Noted
24316,26,260914,1,0,No Obstruction Noted
24317,26,260915,1,0,No Obstruction Noted
24318,26,260235,1,0,No Obstruction Noted
24319,26,260236,1,0,No Obstruction Noted
24320,26,260237,1,0,No Obstruction Noted
24321,26,260238,1,0,No Obstruction Noted
24322,26,260239,1,0,No Obstruction Noted
24323,26,260240,1,0,No Obstruction Noted
24324,26,260241,1,0,No Obstruction Noted
24325,26,260242,1,0,No Obstruction Noted
24326,26,260234,1,0,No Obstruction Noted
24327,26,260243,1,0,No Obstruction Noted
24328,26,260244,1,0,No Obstruction Noted
24329,26,260245,1,0,No Obstruction Noted
24330,26,260246,1,0,No Obstruction Noted
24331,26,260247,1,0,No Obstruction Noted
24332,26,260248,1,0,No Obstruction Noted
24333,26,260249,1,0,No Obstruction Noted
24334,26,260250,1,0,No Obstruction Noted
24335,26,260221,1,0,No Obstruction Noted
24336,26,260222,1,0,No Obstruction Noted
24337,26,260223,1,0,No Obstruction Noted
24338,26,260224,1,0,No Obstruction Noted
24339,26,260225,1,0,No Obstruction Noted
24340,26,260226,1,0,No Obstruction Noted
24341,26,260227,1,0,No Obstruction Noted
24342,26,260228,1,0,No Obstruction Noted
24343,26,260229,1,0,No Obstruction Noted
24344,26,260230,1,0,No Obstruction Noted
24345,26,260231,1,0,No Obstruction Noted
24346,26,260232,1,0,No Obstruction Noted
24347,26,260233,1,0,No Obstruction Noted
24348,26,260274,1,0,No Obstruction Noted
24349,26,260266,1,0,No Obstruction Noted
24350,26,260267,1,0,No Obstruction Noted
24351,26,260268,1,0,No Obstruction Noted
24352,26,260269,1,0,No Obstruction Noted
24353,26,260270,1,0,No Obstruction Noted
24354,26,260271,1,0,No Obstruction Noted
24355,26,260272,1,0,No Obstruction Noted
24356,26,260273,1,0,No Obstruction Noted
24357,26,260275,1,0,No Obstruction Noted
24358,26,260276,1,0,No Obstruction Noted
24359,26,260277,1,0,No Obstruction Noted
24360,26,260278,1,0,No Obstruction Noted
24361,26,260279,1,0,No Obstruction Noted
24362,26,260280,1,0,No Obstruction Noted
24363,26,260252,1,0,No Obstruction Noted
24364,26,260253,1,0,No Obstruction Noted
24365,26,260254,1,0,No Obstruction Noted
24366,26,260255,1,0,No Obstruction Noted
24367,26,260256,1,0,No Obstruction Noted
24368,26,260257,1,0,No Obstruction Noted
24369,26,260258,1,0,No Obstruction Noted
24370,26,260220,1,0,No Obstruction Noted
24371,26,260259,1,0,No Obstruction Noted
24372,26,260260,1,0,No Obstruction Noted
24373,26,260261,1,0,No Obstruction Noted
24374,26,260262,1,0,No Obstruction Noted
24375,26,260263,1,0,No Obstruction Noted
24376,26,260264,1,0,No Obstruction Noted
24377,26,260265,1,0,No Obstruction Noted
24378,26,260180,1,0,No Obstruction Noted
24379,26,260175,1,0,No Obstruction Noted
24380,26,260176,1,0,No Obstruction Noted
24381,26,260177,1,0,No Obstruction Noted
24382,26,260178,1,0,No Obstruction Noted
24383,26,260179,1,0,No Obstruction Noted
24384,26,260174,1,0,No Obstruction Noted
24385,26,260182,1,0,No Obstruction Noted
24386,26,260183,1,0,No Obstruction Noted
24387,26,260184,1,0,No Obstruction Noted
24388,26,260185,1,0,No Obstruction Noted
24389,26,260186,1,0,No Obstruction Noted
24390,26,260187,1,0,No Obstruction Noted
24391,26,260164,1,0,No Obstruction Noted
24392,26,260158,1,0,No Obstruction Noted
24393,26,260159,1,0,No Obstruction Noted
24394,26,260160,1,0,No Obstruction Noted
24395,26,260161,1,0,No Obstruction Noted
24396,26,260162,1,0,No Obstruction Noted
24397,26,260163,1,0,No Obstruction Noted
24398,26,260188,1,0,No Obstruction Noted
24399,26,260165,1,0,No Obstruction Noted
24400,26,260166,1,0,No Obstruction Noted
24401,26,260167,1,0,No Obstruction Noted
24402,26,260168,1,0,No Obstruction Noted
24403,26,260169,1,0,No Obstruction Noted
24404,26,260170,1,0,No Obstruction Noted
24405,26,260171,1,0,No Obstruction Noted
24406,26,260172,1,0,No Obstruction Noted
24407,26,260173,1,0,No Obstruction Noted
24408,26,260204,1,0,No Obstruction Noted
24409,26,260206,1,0,No Obstruction Noted
24410,26,260207,1,0,No Obstruction Noted
24411,26,260208,1,0,No Obstruction Noted
24412,26,260209,1,0,No Obstruction Noted
24413,26,260211,1,0,No Obstruction Noted
24414,26,260212,1,0,No Obstruction Noted
24415,26,260213,1,0,No Obstruction Noted
24416,26,260214,1,0,No Obstruction Noted
24417,26,260215,1,0,No Obstruction Noted
24418,26,260216,1,0,No Obstruction Noted
24419,26,260217,1,0,No Obstruction Noted
24420,26,260218,1,0,No Obstruction Noted
24421,26,260219,1,0,No Obstruction Noted
24422,26,260195,1,0,No Obstruction Noted
24423,26,260189,1,0,No Obstruction Noted
24424,26,260190,1,0,No Obstruction Noted
24425,26,260191,1,0,No Obstruction Noted
24426,26,260192,1,0,No Obstruction Noted
24427,26,260193,1,0,No Obstruction Noted
24428,26,260194,1,0,No Obstruction Noted
24429,26,260281,1,0,No Obstruction Noted
24430,26,260196,1,0,No Obstruction Noted
24431,26,260197,1,0,No Obstruction Noted
24432,26,260198,1,0,No Obstruction Noted
24433,26,260199,1,0,No Obstruction Noted
24434,26,260200,1,0,No Obstruction Noted
24435,26,260201,1,0,No Obstruction Noted
24436,26,260202,1,0,No Obstruction Noted
24437,26,260203,1,0,No Obstruction Noted
24438,26,260356,1,0,No Obstruction Noted
24439,26,260357,1,0,No Obstruction Noted
24440,26,260358,1,0,No Obstruction Noted
24441,26,260359,1,0,No Obstruction Noted
24442,26,260360,1,0,No Obstruction Noted
24443,26,260355,1,0,No Obstruction Noted
24444,26,260361,1,0,No Obstruction Noted
24445,26,260362,1,0,No Obstruction Noted
24446,26,260363,1,0,No Obstruction Noted
24447,26,260364,1,0,No Obstruction Noted
24448,26,260365,1,0,No Obstruction Noted
24449,26,260366,1,0,No Obstruction Noted
24450,26,260346,1,0,No Obstruction Noted
24451,26,260339,1,0,No Obstruction Noted
24452,26,260340,1,0,No Obstruction Noted
24453,26,260341,1,0,No Obstruction Noted
24454,26,260342,1,0,No Obstruction Noted
24455,26,260343,1,0,No Obstruction Noted
24456,26,260344,1,0,No Obstruction Noted
24457,26,260345,1,0,No Obstruction Noted
24458,26,260348,1,0,No Obstruction Noted
24459,26,260349,1,0,No Obstruction Noted
24460,26,260350,1,0,No Obstruction Noted
24461,26,260351,1,0,No Obstruction Noted
24462,26,260352,1,0,No Obstruction Noted
24463,26,260353,1,0,No Obstruction Noted
24464,26,260354,1,0,No Obstruction Noted
24465,26,260391,1,0,No Obstruction Noted
24466,26,260384,1,0,No Obstruction Noted
24467,26,260385,1,0,No Obstruction Noted
24468,26,260386,1,0,No Obstruction Noted
24469,26,260387,1,0,No Obstruction Noted
24470,26,260388,1,0,No Obstruction Noted
24471,26,260389,1,0,No Obstruction Noted
24472,26,260390,1,0,No Obstruction Noted
24473,26,260383,1,0,No Obstruction Noted
24474,26,260392,1,0,No Obstruction Noted
24475,26,260393,1,0,No Obstruction Noted
24476,26,260394,1,0,No Obstruction Noted
24477,26,260395,1,0,No Obstruction Noted
24478,26,260397,1,0,No Obstruction Noted
24479,26,260399,1,0,No Obstruction Noted
24480,26,260401,1,0,No Obstruction Noted
24481,26,260402,1,0,No Obstruction Noted
24482,26,260403,1,0,No Obstruction Noted
24483,26,260375,1,0,No Obstruction Noted
24484,26,260367,1,0,No Obstruction Noted
24485,26,260368,1,0,No Obstruction Noted
24486,26,260369,1,0,No Obstruction Noted
24487,26,260370,1,0,No Obstruction Noted
24488,26,260372,1,0,No Obstruction Noted
24489,26,260373,1,0,No Obstruction Noted
24490,26,260374,1,0,No Obstruction Noted
24491,26,260376,1,0,No Obstruction Noted
24492,26,260377,1,0,No Obstruction Noted
24493,26,260378,1,0,No Obstruction Noted
24494,26,260379,1,0,No Obstruction Noted
24495,26,260380,1,0,No Obstruction Noted
24496,26,260381,1,0,No Obstruction Noted
24497,26,260382,1,0,No Obstruction Noted
24498,26,260301,1,0,No Obstruction Noted
24499,26,260295,1,0,No Obstruction Noted
24500,26,260296,1,0,No Obstruction Noted
24501,26,260297,1,0,No Obstruction Noted
24502,26,260298,1,0,No Obstruction Noted
24503,26,260299,1,0,No Obstruction Noted
24504,26,260300,1,0,No Obstruction Noted
24505,26,260294,1,0,No Obstruction Noted
24506,26,260302,1,0,No Obstruction Noted
24507,26,260303,1,0,No Obstruction Noted
24508,26,260304,1,0,No Obstruction Noted
24509,26,260305,1,0,No Obstruction Noted
24510,26,260306,1,0,No Obstruction Noted
24511,26,260307,1,0,No Obstruction Noted
24512,26,260308,1,0,No Obstruction Noted
24513,26,260309,1,0,No Obstruction Noted
24514,26,260282,1,0,No Obstruction Noted
24515,26,260283,1,0,No Obstruction Noted
24516,26,260284,1,0,No Obstruction Noted
24517,26,260285,1,0,No Obstruction Noted
24518,26,260286,1,0,No Obstruction Noted
24519,26,260287,1,0,No Obstruction Noted
24520,26,260288,1,0,No Obstruction Noted
24521,26,260289,1,0,No Obstruction Noted
24522,26,260290,1,0,No Obstruction Noted
24523,26,260291,1,0,No Obstruction Noted
24524,26,260292,1,0,No Obstruction Noted
24525,26,260293,1,0,No Obstruction Noted
24526,26,260332,1,0,No Obstruction Noted
24527,26,260326,1,0,No Obstruction Noted
24528,26,260327,1,0,No Obstruction Noted
24529,26,260328,1,0,No Obstruction Noted
24530,26,260329,1,0,No Obstruction Noted
24531,26,260330,1,0,No Obstruction Noted
24532,26,260331,1,0,No Obstruction Noted
24533,26,260333,1,0,No Obstruction Noted
24534,26,260334,1,0,No Obstruction Noted
24535,26,260335,1,0,No Obstruction Noted
24536,26,260336,1,0,No Obstruction Noted
24537,26,260337,1,0,No Obstruction Noted
24538,26,260338,1,0,No Obstruction Noted
24539,26,260317,1,0,No Obstruction Noted
24540,26,260310,1,0,No Obstruction Noted
24541,26,260311,1,0,No Obstruction Noted
24542,26,260312,1,0,No Obstruction Noted
24543,26,260313,1,0,No Obstruction Noted
24544,26,260314,1,0,No Obstruction Noted
24545,26,260315,1,0,No Obstruction Noted
24546,26,260316,1,0,No Obstruction Noted
24547,26,260157,1,0,No Obstruction Noted
24548,26,260318,1,0,No Obstruction Noted
24549,26,260319,1,0,No Obstruction Noted
24550,26,260320,1,0,No Obstruction Noted
24551,26,260321,1,0,No Obstruction Noted
24552,26,260322,1,0,No Obstruction Noted
24553,26,260323,1,0,No Obstruction Noted
24554,26,260325,1,0,No Obstruction Noted
24555,26,260001,1,0,No Obstruction Noted
24556,26,260025,1,0,No Obstruction Noted
24557,26,260018,1,0,No Obstruction Noted
24558,26,260019,1,0,No Obstruction Noted
24559,26,260020,1,0,No Obstruction Noted
24560,26,260021,1,0,No Obstruction Noted
24561,26,260022,1,0,No Obstruction Noted
24562,26,260023,1,0,No Obstruction Noted
24563,26,260024,1,0,No Obstruction Noted
24564,26,260026,1,0,No Obstruction Noted
24565,26,260027,1,0,No Obstruction Noted
24566,26,260028,1,0,No Obstruction Noted
24567,26,260029,1,0,No Obstruction Noted
24568,26,260030,1,0,No Obstruction Noted
24569,26,260032,1,0,No Obstruction Noted
24570,26,260033,1,0,No Obstruction Noted
24571,26,260002,1,0,No Obstruction Noted
24572,26,260003,1,0,No Obstruction Noted
24573,26,260004,1,0,No Obstruction Noted
24574,26,260005,1,0,No Obstruction Noted
24575,26,260006,1,0,No Obstruction Noted
24576,26,260007,1,0,No Obstruction Noted
24577,26,260008,1,0,No Obstruction Noted
24578,26,260009,1,0,No Obstruction Noted
24579,26,260011,1,0,No Obstruction Noted
24580,26,260012,1,0,No Obstruction Noted
24581,26,260013,1,0,No Obstruction Noted
24582,26,260014,1,0,No Obstruction Noted
24583,26,260015,1,0,No Obstruction Noted
24584,26,260016,1,0,No Obstruction Noted
24585,26,260017,1,0,No Obstruction Noted
24586,26,260034,1,0,No Obstruction Noted
24587,26,260114,1,0,No Obstruction Noted
24588,26,260107,1,0,No Obstruction Noted
24589,26,260108,1,0,No Obstruction Noted
24590,26,260109,1,0,No Obstruction Noted
24591,26,260110,1,0,No Obstruction Noted
24592,26,260111,1,0,No Obstruction Noted
24593,26,260112,1,0,No Obstruction Noted
24594,26,260113,1,0,No Obstruction Noted
24595,26,260115,1,0,No Obstruction Noted
24596,26,260116,1,0,No Obstruction Noted
24597,26,260117,1,0,No Obstruction Noted
24598,26,260118,1,0,No Obstruction Noted
24599,26,260119,1,0,No Obstruction Noted
24600,26,260120,1,0,No Obstruction Noted
24601,26,260121,1,0,No Obstruction Noted
24602,26,260122,1,0,No Obstruction Noted
24603,26,260098,1,0,No Obstruction Noted
24604,26,260090,1,0,No Obstruction Noted
24605,26,260091,1,0,No Obstruction Noted
24606,26,260092,1,0,No Obstruction Noted
24607,26,260093,1,0,No Obstruction Noted
24608,26,260094,1,0,No Obstruction Noted
